uid,x,y,name_jp,name_en,attribute,obj_name_en,obj_attributes,category,categories,importance,category_pin,contents,memo_jp,memo_en,updated_at,link_url_jp,link_url_en,link_anchor,marker_display_style,parent_uid,parent_type
p_1768138201,1906.8965,7605.905179,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Miner LEM"", ""item_name_jp"": ""マイナーLEM"", ""item_name_en"": ""Miner LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""下級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768138287,2013.74063,7394.469422,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Logic Board"", ""item_name_jp"": ""損傷したロジックボード"", ""item_name_en"": ""Damaged Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""400""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768139118,2630.607015,7332.852122,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Logic Board"", ""item_name_jp"": ""不明なロジックボード"", ""item_name_en"": ""Unknown Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""200""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768139298,3231.615769,7234.303198,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Personal Interface"", ""item_name_jp"": ""損傷したパーソナルインターフェース"", ""item_name_en"": ""Damaged Personal Interface"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""500""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768139405,3415.510086,7139.502369,,,GEO_SCANNER,,"{""source_category_id"": ""source_geo_scanner"", ""source_category_jp"": ""ジオスキャナー"", ""source_category_en"": ""Geo Scanner""}",,,,GEO_SCANNER,,,,2026-02-04T15:28:12,,,,,,
p_1768139446,3504.024937,7413.801837,,,UNDERGROUND_CAVE,,"{""source_category_id"": ""source_underground_cave"", ""source_category_jp"": ""地下洞窟"", ""source_category_en"": ""Underground Cave""}",,,,UNDERGROUND_CAVE,,,,2026-02-04T15:28:12,,,,,,
p_1768139463,3407.34489,7665.231812,,,MONOLITH,,"{""source_category_id"": ""source_monolith"", ""source_category_jp"": ""モノリス"", ""source_category_en"": ""Monolith""}",,,,MONOLITH,,,,2026-02-04T15:28:12,,,,,,
p_1768139554,3633.896145,7661.760231,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Logic Board"", ""item_name_jp"": ""損傷したロジックボード"", ""item_name_en"": ""Damaged Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""400""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768139631,3652.273684,7546.574852,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Dodger LEM"", ""item_name_jp"": ""ドッジャーLEM"", ""item_name_en"": ""Dodger LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""下級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768139984,4180.604646,6833.724132,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Swapper LEM"", ""item_name_jp"": ""スワッパーLEM"", ""item_name_en"": ""Swapper LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""下級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768140138,4149.768946,7211.467958,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Fallguy LEM"", ""item_name_jp"": ""フォールガイLEM"", ""item_name_en"": ""Fallguy LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""中級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768140284,4170.639284,7361.519241,,,SEARCH,,"{""source_category_id"": ""source_search"", ""source_category_jp"": ""サーチ"", ""source_category_en"": ""Search""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Vial"", ""item_name_jp"": ""不明なバイアル"", ""item_name_en"": ""Unknown Vial"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""350""}}]",,SEARCH,,,,2026-02-04T15:28:12,,,,,,
p_1768140333,4183.385149,7375.703117,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""5"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768140403,4209.665414,7436.155165,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""11"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768140472,4204.774029,7424.44346,,,RUBBLE_PILE,,"{""source_category_id"": ""source_rubble_pile"", ""source_category_jp"": ""がれきの山"", ""source_category_en"": ""Rubble Pile""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Logic Board"", ""item_name_jp"": ""不明なロジックボード"", ""item_name_en"": ""Unknown Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""200""}}]",,RUBBLE_PILE,,,,2026-02-04T15:28:12,,,,,,
p_1768140530,4197.839343,7471.719473,,,RUBBLE_PILE,,"{""source_category_id"": ""source_rubble_pile"", ""source_category_jp"": ""がれきの山"", ""source_category_en"": ""Rubble Pile""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Logic Board"", ""item_name_jp"": ""不明なロジックボード"", ""item_name_en"": ""Unknown Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""200""}}]",,RUBBLE_PILE,,,,2026-02-04T15:28:12,,,,,,
p_1768140582,4198.24222,7499.61352,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""11"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768140650,4113.65718,7499.410782,,,RUBBLE_PILE,,"{""source_category_id"": ""source_rubble_pile"", ""source_category_jp"": ""がれきの山"", ""source_category_en"": ""Rubble Pile""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Logic Board"", ""item_name_jp"": ""不明なロジックボード"", ""item_name_en"": ""Unknown Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""200""}}]",,RUBBLE_PILE,,,,2026-02-04T15:28:12,,,,,,
p_1768140706,4158.41781,7467.256959,,,RUBBLE_PILE,,"{""source_category_id"": ""source_rubble_pile"", ""source_category_jp"": ""がれきの山"", ""source_category_en"": ""Rubble Pile""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Logic Board"", ""item_name_jp"": ""不明なロジックボード"", ""item_name_en"": ""Unknown Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""200""}}]",,RUBBLE_PILE,,,,2026-02-04T15:28:12,,,,,,
p_1768140770,4153.088135,7454.142656,,,STORAGE_BOX,,"{""source_category_id"": ""source_storage_box"", ""source_category_jp"": ""ストレージボックス"", ""source_category_en"": ""Storage Box""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Personal Interface"", ""item_name_jp"": ""損傷したパーソナルインターフェース"", ""item_name_en"": ""Damaged Personal Interface"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""500""}}]",,STORAGE_BOX,,,,2026-02-04T15:28:12,,,,,,
p_1768141021,4167.219053,7468.817458,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Fallguy LEM"", ""item_name_jp"": ""フォールガイLEM"", ""item_name_en"": ""Fallguy LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""下級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768141264,4130.454884,7372.844639,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Logic Board"", ""item_name_jp"": ""不明なロジックボード"", ""item_name_en"": ""Unknown Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""200""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768141441,4200.847926,7336.991819,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Memory Module"", ""item_name_jp"": ""損傷したメモリモジュール"", ""item_name_en"": ""Damaged Memory Module"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""350""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768141538,3997.270184,7361.964031,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""8"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768141578,3807.867221,7399.288003,,,MONOLITH,,"{""source_category_id"": ""source_monolith"", ""source_category_jp"": ""モノリス"", ""source_category_en"": ""Monolith""}",,,,MONOLITH,,,,2026-02-04T15:28:12,,,,,,
p_1768141674,3944.81135,7506.447812,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Logic Board"", ""item_name_jp"": ""不明なロジックボード"", ""item_name_en"": ""Unknown Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""200""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768141824,4137.165064,7731.31209,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Energy Storage"", ""item_name_jp"": ""損傷したエネルギーストレージ"", ""item_name_en"": ""Damaged Energy Storage"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""2000""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768141977,4315.715035,7727.246929,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Local Scanner"", ""item_name_jp"": ""損傷したローカルスキャナー"", ""item_name_en"": ""Damaged Local Scanner"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""3500""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768142041,4416.174412,7822.098515,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Logic Board"", ""item_name_jp"": ""損傷したロジックボード"", ""item_name_en"": ""Damaged Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""400""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768142095,4257.638339,7775.41642,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""8"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768142190,3996.412446,7924.324378,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Energy Storage"", ""item_name_jp"": ""損傷したエネルギーストレージ"", ""item_name_en"": ""Damaged Energy Storage"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""2000""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768142217,4041.548005,7823.3829,,,UNDERGROUND_CAVE,,"{""source_category_id"": ""source_underground_cave"", ""source_category_jp"": ""地下洞窟"", ""source_category_en"": ""Underground Cave""}",,,,UNDERGROUND_CAVE,,,,2026-02-04T15:28:12,,,,,,
p_1768142260,3967.966443,7653.626306,,,UNDERGROUND_CAVE,,"{""source_category_id"": ""source_underground_cave"", ""source_category_jp"": ""地下洞窟"", ""source_category_en"": ""Underground Cave""}",,,,UNDERGROUND_CAVE,,,,2026-02-04T15:28:12,,,,,,
p_1768142285,3877.333039,7827.326994,,,UNDERGROUND_CAVE,,"{""source_category_id"": ""source_underground_cave"", ""source_category_jp"": ""地下洞窟"", ""source_category_en"": ""Underground Cave""}",,,,UNDERGROUND_CAVE,,,,2026-02-04T15:28:12,,,,,,
p_1768142412,4278.357273,8105.797159,,,UNDERGROUND_CAVE,,"{""source_category_id"": ""source_underground_cave"", ""source_category_jp"": ""地下洞窟"", ""source_category_en"": ""Underground Cave""}",,,,UNDERGROUND_CAVE,,,,2026-02-04T15:28:12,,,,,,
p_1768142510,4386.156163,8033.468682,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Logic Board"", ""item_name_jp"": ""損傷したロジックボード"", ""item_name_en"": ""Damaged Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""400""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768142694,4564.805229,8491.855524,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Endurancegiver LEM"", ""item_name_jp"": ""エンデュランスギバーLEM"", ""item_name_en"": ""Endurancegiver LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""下級""}}, {""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""５"", ""attributes"": {}}, {""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Module"", ""item_name_jp"": ""不明なモジュール"", ""item_name_en"": ""Unknown Module"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""2000""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768143089,4663.218704,8178.132134,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Energy Storage"", ""item_name_jp"": ""損傷したエネルギーストレージ"", ""item_name_en"": ""Damaged Energy Storage"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""2000""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768143127,4671.88901,8137.395726,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""10"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768143414,4761.931194,7792.012073,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Glutton LEM"", ""item_name_jp"": ""グルトンLEM"", ""item_name_en"": ""Glutton LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""下級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768143477,4595.65906,7741.864017,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Logic Board"", ""item_name_jp"": ""不明なロジックボード"", ""item_name_en"": ""Unknown Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""200""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768143551,4442.618384,7499.797978,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Logic Board"", ""item_name_jp"": ""不明なロジックボード"", ""item_name_en"": ""Unknown Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""200""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768143660,4473.921887,7271.024932,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Logic Board"", ""item_name_jp"": ""不明なロジックボード"", ""item_name_en"": ""Unknown Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""200""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768143724,4358.378704,7251.671704,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""15"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768143826,4632.821305,7072.871596,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Logic Board"", ""item_name_jp"": ""不明なロジックボード"", ""item_name_en"": ""Unknown Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""200""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768143933,4569.920207,7026.301753,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Memory Module"", ""item_name_jp"": ""損傷したメモリモジュール"", ""item_name_en"": ""Damaged Memory Module"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""350""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768176158,4912.070384,7050.610995,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Logic Board"", ""item_name_jp"": ""不明なロジックボード"", ""item_name_en"": ""Unknown Logic Board"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""200""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768176990,5187.940249,7821.944891,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""cat_name_en"": """", ""item_id"": ""Fallguy LEM"", ""item_name_jp"": ""フォールガイLEM"", ""item_name_en"": ""Fallguy LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""下級""}}, {""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""cat_name_en"": ""War Bonds"", ""item_id"": """", ""item_name_jp"": """", ""item_name_en"": """", ""qty"": ""15"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-06T18:50:22,,,,,,
p_1768177133,5290.116319,7924.244495,,,STORAGE_BOX,,"{""source_category_id"": ""source_storage_box"", ""source_category_jp"": ""ストレージボックス"", ""source_category_en"": ""Storage Box""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Local Scanner"", ""item_name_jp"": ""損傷したローカルスキャナー"", ""item_name_en"": ""Damaged Local Scanner"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""3500""}}]",,STORAGE_BOX,,,,2026-02-04T15:28:12,,,,,,
p_1768177204,5324.435138,7831.462574,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Dietician LEM"", ""item_name_jp"": ""ダイエティシャンLEM"", ""item_name_en"": ""Dietician LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""中級""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768177312,5410.77536,7724.897256,,,STORAGE_BOX,,"{""source_category_id"": ""source_storage_box"", ""source_category_jp"": ""ストレージボックス"", ""source_category_en"": ""Storage Box""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Local Scanner"", ""item_name_jp"": ""損傷したローカルスキャナー"", ""item_name_en"": ""Damaged Local Scanner"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""3500""}}]",,STORAGE_BOX,,,,2026-02-04T15:28:12,,,,,,
p_1768177455,5395.116434,7733.407419,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Slider LEM"", ""item_name_jp"": ""スライダーLEM"", ""item_name_en"": ""Slider LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""下級""}}, {""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Unknown Module"", ""item_name_jp"": ""不明なモジュール"", ""item_name_en"": ""Unknown Module"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""2000""}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
p_1768177508,5381.530509,7725.401779,,,ITEM_PRINTER,,"{""source_category_id"": ""source_item_printer"", ""source_category_jp"": ""アイテムプリンター"", ""source_category_en"": ""Item Printer""}",戦時債権,"[{""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""5"", ""attributes"": {}}]",,ITEM_PRINTER,,,,2026-02-04T15:28:12,,,,,,
p_1768184180,5072.525033,7226.566755,,,DRONE_WRECK,,"{""source_category_id"": ""source_drone_wreck"", ""source_category_jp"": ""ドローンの残骸"", ""source_category_en"": ""Drone Wreck""}",交換アイテム,"[{""cat_id"": ""trade_item"", ""category"": ""交換アイテム"", ""item_id"": ""Damaged Memory Module"", ""item_name_jp"": ""損傷したメモリモジュール"", ""item_name_en"": ""Damaged Memory Module"", ""qty"": ""1"", ""attributes"": {""ポイント"": ""350""}}]",,DRONE_WRECK,,,,2026-02-04T15:28:12,,,,,,
p_1768184810,5598.090996,6763.814868,,,DEAD_BODY,,"{""source_category_id"": ""source_dead_body"", ""source_category_jp"": ""遺体"", ""source_category_en"": ""Dead Body""}",LEM,"[{""cat_id"": ""lem"", ""category"": ""LEM"", ""item_id"": ""Aimer LEM"", ""item_name_jp"": ""エイマーLEM"", ""item_name_en"": ""Aimer LEM"", ""qty"": ""1"", ""attributes"": {""ランク"": ""下級""}}, {""cat_id"": ""war_bonds"", ""category"": ""戦時債権"", ""item_id"": ""War Bonds"", ""item_name_jp"": ""戦時債権"", ""item_name_en"": ""War Bonds"", ""qty"": ""8"", ""attributes"": {}}]",,DEAD_BODY,,,,2026-02-04T15:28:12,,,,,,
