uid,x,y,name_jp,name_en,attribute,obj_name_en,obj_attributes,category,categories,importance,category_pin,contents,memo_jp,memo_en,updated_at,link_url_jp,link_url_en,marker_display_style,parent_uid,parent_type
p_1775465530,1757.2771706758365,2986.2291337791694,,,DEPLOYABLES,Deployables,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""FOOT_LCOKER"", ""item_name_jp"": ""フットロッカー"", ""item_name_en"": ""Foot Lcoker"", ""qty"": ""5"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": ""4"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""DUFFLE_BAG"", ""item_name_jp"": ""ダッフルバッグ"", ""item_name_en"": ""Duffle Bag"", ""qty"": ""5"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""PISTOL_CASE"", ""item_name_jp"": ""ピストルケース"", ""item_name_en"": ""Pistol Case"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""AMMO_BOX"", ""item_name_jp"": ""弾薬箱"", ""item_name_en"": ""Ammo Box"", ""qty"": ""3"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}]",5,DEPLOYABLES,,,,2026-04-17T09:58:47,,,,p_1775465507,inside
p_1775522525,2405.040611469291,4056.313055868158,ブリッジヒル・バー＆グリル,Bridge Hills Bar N'Grill,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:13:06,,,,,
p_1775522548,2392.2965903003733,4055.8944142105,,,DEPLOYABLES,Deployables,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}]",3,DEPLOYABLES,,,,2026-04-14T22:48:11,,,,,
p_1775522579,2657.7330023083346,4220.363048946368,,,ITEMS,Items,,武器,"[{""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""N870"", ""item_name_jp"": ""N870"", ""item_name_en"": ""N870"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true}}]",,ITEMS,,,,2026-04-17T17:35:52,,,,p_1775800902,inside
p_1775522671,2653.0793114349094,3999.445918222521,サラナック土木事務所,Saranac Town Garage,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-10T15:01:17,,,,,
p_1775549009,2660.810863341697,3990.1390436508686,,,DEPLOYABLES,Deployables,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""MILITARY_CRRATE"", ""item_name_jp"": ""軍用クレート"", ""item_name_en"": ""Military Crate"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""AMMO_BOX"", ""item_name_jp"": ""弾薬箱"", ""item_name_en"": ""Ammo Box"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""EXPLOSIVE_BOX"", ""item_name_jp"": ""爆発物の箱"", ""item_name_en"": ""Explosive Box"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}, {""cat_id"": ""MEDICAL_CONTAINER"", ""category"": ""医療品コンテナ"", ""cat_name_en"": ""Medical Container"", ""item_id"": ""MEDICAL_CRATE"", ""item_name_jp"": ""医薬品箱"", ""item_name_en"": ""Medical Crate"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": true}}]",4,DEPLOYABLES,,貨物コンテナの中,Inside a shipping container.,2026-04-17T17:29:20,,,,p_1775522671,inside
p_1775549260,2674.638120045759,4013.7563792652863,,,DEPLOYABLES,Deployables,,医療品コンテナ,"[{""cat_id"": ""MEDICAL_CONTAINER"", ""category"": ""医療品コンテナ"", ""cat_name_en"": ""Medical Container"", ""item_id"": ""MEDICAL_CRATE"", ""item_name_jp"": ""医薬品箱"", ""item_name_en"": ""Medical Crate"", ""qty"": ""4"", ""attributes"": {""special_rule_enabled_1"": true}}, {""cat_id"": ""MEDICAL_CONTAINER"", ""category"": ""医療品コンテナ"", ""cat_name_en"": ""Medical Container"", ""item_id"": ""PARAMEDIC_BAG"", ""item_name_jp"": ""応急処置バッグ"", ""item_name_en"": ""Paramedic Bag"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true}}]",,DEPLOYABLES,,,,2026-04-17T17:35:22,,,,p_1775522671,inside
p_1775549339,2614.358442286132,3965.3902140314276,クライン・アーチェリー＆ベイト,Kline's Archery & Bait,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-10T15:00:58,,,,,
p_1775549422,2609.410584084547,3958.1292889039005,,,ITEMS,Items,,武器,"[{""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""BOW"", ""item_name_jp"": ""弓"", ""item_name_en"": ""Bow"", ""qty"": ""6"", ""attributes"": {""special_rule_enabled_1"": true}}, {""cat_id"": ""GEAR"", ""category"": ""装備"", ""cat_name_en"": ""Gear"", ""item_id"": ""FISHING_ROD"", ""item_name_jp"": ""釣り竿"", ""item_name_en"": ""Fishing Rod"", ""qty"": ""6"", ""attributes"": {""special_rule_enabled_1"": true}}, {""cat_id"": ""BOOK"", ""category"": ""本"", ""cat_name_en"": ""Book"", ""item_id"": ""SKILL_BOOK"", ""item_name_jp"": ""スキルブック"", ""item_name_en"": ""Skill Book"", ""qty"": ""5"", ""attributes"": {""special_rule_enabled_1"": true}}]",,ITEMS,,,,2026-04-17T18:47:28,,,,p_1775549339,inside
p_1775549479,2550.315652243991,3983.983321584144,サラナック公会堂,Saranac Town Hall,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-10T14:59:49,,,,,
p_1775549507,2547.4265780722394,3958.5120536421073,,,DEPLOYABLES,Deployables,,医療品コンテナ,"[{""cat_id"": ""MEDICAL_CONTAINER"", ""category"": ""医療品コンテナ"", ""cat_name_en"": ""Medical Container"", ""item_id"": ""MEDICAL_CRATE"", ""item_name_jp"": ""医薬品箱"", ""item_name_en"": ""Medical Crate"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true}}, {""cat_id"": ""MEDICAL_CONTAINER"", ""category"": ""医療品コンテナ"", ""cat_name_en"": ""Medical Container"", ""item_id"": ""PHARMACY_CABINET"", ""item_name_jp"": ""薬棚"", ""item_name_en"": ""Pharmacy Cabinet"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true}}, {""cat_id"": ""MEDICAL_CONTAINER"", ""category"": ""医療品コンテナ"", ""cat_name_en"": ""Medical Container"", ""item_id"": ""PARAMEDIC_BAG"", ""item_name_jp"": ""応急処置バッグ"", ""item_name_en"": ""Paramedic Bag"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": true}}]",3,DEPLOYABLES,,駐車場。,Parking lot.,2026-04-17T17:26:12,,,,p_1775549479,inside
p_1775549637,2626.031033664703,3704.8213258581845,,,DEPLOYABLES,,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""AMMO_BOX"", ""item_name_jp"": ""弾薬ボックス"", ""item_name_en"": ""Ammo Box"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""EXPLOSIVE_BOX"", ""item_name_jp"": ""爆発物ボックス"", ""item_name_en"": ""Explosive Box"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}]",,DEPLOYABLES,,,,2026-04-14T22:35:38,,,,,
p_1775549729,2779.0387652923782,3771.3193517917716,パイングローブ・ケアハウス,Pinegrove Assisted Living,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:25:03,,,,,
p_1775549930,2803.6783874046578,3755.797668272343,ウェポンケース,Weapon Case,DEPLOYABLES,,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""AMMO_BOX"", ""item_name_jp"": ""弾薬箱"", ""item_name_en"": ""Ammo Box"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""PISTOL_CASE"", ""item_name_jp"": ""ピストルケース"", ""item_name_en"": ""Pistol Case"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}, {""cat_id"": ""MEDICAL_CONTAINER"", ""category"": ""医療品コンテナ"", ""cat_name_en"": ""Medical Container"", ""item_id"": ""MEDICAL_CRATE"", ""item_name_jp"": ""医薬品箱"", ""item_name_en"": ""Medical Crate"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true}}, {""cat_id"": ""MEDICAL_CONTAINER"", ""category"": ""医療品コンテナ"", ""cat_name_en"": ""Medical Container"", ""item_id"": ""PARAMEDIC_BAG"", ""item_name_jp"": ""応急処置バッグ"", ""item_name_en"": ""Paramedic Bag"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true}}]",,DEPLOYABLES,,,,2026-04-17T17:56:28,,,,p_1775549729,inside
p_1775549981,2963.130966562224,3853.0248506854928,ボウエンヒル・パーク,Bowen Hill Park,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": """", ""item_qty"": ""1"", ""attributes"": {}}]",3,POI,,,,2026-04-11T21:52:01,,,,,
p_1775550326,2981.016040389267,3868.792329706781,,,EQUIPMENT_AND_VEHICLE,Equipment and Vehicle,,発電機,"[{""cat_id"": ""POWER_GENERATOR"", ""category"": ""発電機"", ""cat_name_en"": ""Power Generator"", ""item_id"": ""SOLAR_PANEL"", ""item_name_jp"": ""ソーラーパネル"", ""item_name_en"": ""Solar Panel"", ""qty"": ""10"", ""attributes"": {}}]",5,EQUIPMENT_AND_VEHICLE,,,,2026-04-17T18:01:56,,,,p_1775549981,inside
p_1775551302,3080.408421558767,3716.2704052911004,フランク・ハードウェアエンポリアム,Frank's Hardware Emporium,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": ""1"", ""attributes"": {}}]",5,POI,,様々な工具や材料が入手可能。,Various tools and materials can be found.,2026-04-17T17:51:27,,,,,
p_1775551470,3109.016211807947,3720.7439386683072,,,ITEMS,Items,,武器,"[{""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""MACHETE"", ""item_name_jp"": ""マチェーテ"", ""item_name_en"": ""Machete"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true}}, {""cat_id"": ""TOOL"", ""category"": ""ツール"", ""cat_name_en"": ""Tool"", ""item_id"": ""SLEDGE_HAMMER"", ""item_name_jp"": ""スレッジハンマー"", ""item_name_en"": ""Sledge Hammer"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true}}, {""cat_id"": ""TOOL"", ""category"": ""ツール"", ""cat_name_en"": ""Tool"", ""item_id"": ""NAIL_GUN"", ""item_name_jp"": ""ネイルガン"", ""item_name_en"": ""Nail Gun"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true}}]",5,ITEMS,,,,2026-04-17T17:50:03,,,,p_1775551302,inside
p_1775552203,3038.888453435379,3657.4893268242813,サラナック・セントラルスクール,Saranac Central School,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": ""1"", ""attributes"": {}}]",3,POI,,,,2026-04-17T17:45:39,,,,,
p_1775552263,3139.1895000255854,3647.692480413145,サラネック・スクールバスガレージ,Saranac School Bus Garage,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": ""1"", ""attributes"": {}}]",,POI,,,,2026-04-17T17:53:00,,,,,
p_1775552296,3030.024640015779,3448.023420224268,サラナック洞窟,Saranac Cave,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""CAVE"", ""item_name_jp"": ""洞窟"", ""item_name_en"": ""Cave"", ""qty"": """", ""item_qty"": ""1"", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:29:55,,,,,
p_1775552309,3012.2970131765796,3452.6885851819525,,,DEPLOYABLES,,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}]",,DEPLOYABLES,,,,2026-04-14T22:49:34,,,,,
p_1775552356,2790.23516119082,3583.313203997105,バックウッド・トランクルーム,Backwoods Self Storage,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-10T15:02:44,,,,,
p_1775552380,2774.373600334694,3589.3779184420946,,,DEPLOYABLES,,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}]",,DEPLOYABLES,,,,2026-04-14T22:35:45,,,,,
p_1775552455,2650.280212460299,3454.0881346692577,キングスホロウ鉱山（東）,Kings Hollow Mines East,POI,POI,,地形,"[{""cat_id"": ""TERRAIN"", ""category"": ""地形"", ""cat_name_en"": ""Terrain"", ""item_id"": ""CAVE"", ""item_name_jp"": ""洞窟"", ""item_name_en"": ""Cave"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:48:33,,,icon_only,,
p_1775552510,2606.894178353837,3460.1528491142467,爆発物ボックス,Explosive Box,DEPLOYABLES,,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""EXPLOSIVE_BOX"", ""item_name_jp"": ""爆発物ボックス"", ""item_name_en"": ""Explosive Box"", ""qty"": """", ""attributes"": {}}]",,DEPLOYABLES,,,,2026-04-07T18:01:50,,,,,
p_1775552554,2606.894178353837,3474.6148604830673,N870,N870,ITEMS,Items,,武器,"[{""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""N870"", ""item_name_jp"": ""N870"", ""item_name_en"": ""N870"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true}}]",,ITEMS,,,,2026-04-17T09:47:31,,,,,
p_1775552646,2538.7827699716504,3261.8833384126756,デッドエンド・モーテル,Dead Ends Motel,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": ""1"", ""attributes"": {}}]",3,POI,,,Dead Ends Motel,2026-04-11T21:53:04,,,,,
p_1775552683,2510.1386616517084,3278.0216969641847,ウェポンケース,Weapon Case,DEPLOYABLES,,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}]",,DEPLOYABLES,,,,2026-04-17T18:24:44,,,,p_1775552646,inside
p_1775553133,2526.653341081672,3246.9548105480867,大麻,Cannabis,DEPLOYABLES,,,その他のアイテム,"[{""cat_id"": ""MISC"", ""category"": ""その他のアイテム"", ""cat_name_en"": ""Misc"", ""item_id"": ""CANNABIS_SEEDS"", ""item_name_jp"": ""大麻の種"", ""item_name_en"": ""Cannabis seeds"", ""qty"": ""5"", ""attributes"": {""special_rule_enabled_1"": true}}]",,DEPLOYABLES,,,,2026-04-17T18:24:36,,,,p_1775552646,inside
p_1775606776,2826.092000833253,2851.9460335134963,ダニモーラ・コミュニティセンター兼裁判所,Dannemora Community ＆Curt Center,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""PUBLIC_BUILDING"", ""item_name_jp"": ""公共施設"", ""item_name_en"": ""Public Building"", ""qty"": """", ""item_qty"": ""1"", ""attributes"": {}}]",3,POI,,,,2026-04-11T21:55:16,,,icon_only,,
p_1775609496,2843.328022620082,2842.096878206737,スキルブック,Skill Book,ITEMS,Items,,本,"[{""cat_id"": ""BOOK"", ""category"": ""本"", ""cat_name_en"": ""Book"", ""item_id"": ""SKILL_BOOK"", ""item_name_jp"": ""スキルブック"", ""item_name_en"": ""Skill Book"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": true}}]",,ITEMS,,,,2026-04-17T18:57:06,,,,,
p_1775609568,2763.6437209320206,2766.9093364023997,聖ペテロ墓地,St. Peters Cemetary,POI,POI,,,,3,POI,,,,2026-04-11T21:54:07,,,icon_only,,
p_1775609598,2780.5135451135793,2767.2958921333507,,,DEPLOYABLES,,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""DUNPED_MILITARY_CRATE"", ""item_name_jp"": ""捨てられた軍用クレート"", ""item_name_en"": ""Dunped Military Crate"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""DUMPED_FOOT_LOCKER"", ""item_name_jp"": ""捨てられたフットロッカー"", ""item_name_en"": ""Dumped Foot Locker"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""DUMPED_DUFFLE_BAG"", ""item_name_jp"": ""捨てられたダッフルバッグ"", ""item_name_en"": ""Dumped Duffle Bag"", ""qty"": ""3"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""EXPLOSIVE_BOX"", ""item_name_jp"": ""爆発物の箱"", ""item_name_en"": ""Explosive Box"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""DUMPED_AMMO_BOX"", ""item_name_jp"": ""捨てられた弾薬箱"", ""item_name_en"": ""Dumped Ammo Box"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}]",,DEPLOYABLES,,,,2026-04-17T13:19:50,,,,p_1775609568,inside
p_1775609692,2751.514292042042,2725.85588477478,聖ペテロの祈りの家,St. Peter's House Prayer,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CHURCH"", ""item_name_jp"": ""教会"", ""item_name_en"": ""Church"", ""qty"": """", ""item_qty"": ""1"", ""attributes"": {}}]",3,POI,,,,2026-04-11T22:00:41,,,,,
p_1775610683,2698.725578666384,2634.4191709142065,ブラン薬局,Bran's Pharmacy,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-10T15:26:26,,,,,
p_1775610758,2595.8353262629,2641.9215851519602,デイビッド・オートパーツ,David's Auto Parts,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": """", ""attributes"": {}}]",3,POI,,,,2026-04-11T18:39:04,,,,,
p_1775610781,2857.4861833735486,2558.9336631374067,最上位ツール,High-End Tools,DEPLOYABLES,Deployables,,ツールコンテナ,"[{""cat_id"": ""TOOL_CONTAINER"", ""category"": ""ツールコンテナ"", ""cat_name_en"": ""Tool Container"", ""item_id"": ""STEEL_TOOL_SHELF"", ""item_name_jp"": ""スチール製ツールシェルフ"", ""item_name_en"": ""Steel Tool Shelf"", ""qty"": ""15"", ""attributes"": {""special_rule_enabled_1"": true}}, {""cat_id"": ""TOOL_CONTAINER"", ""category"": ""ツールコンテナ"", ""cat_name_en"": ""Tool Container"", ""item_id"": ""STRONG_TOOLBOX"", ""item_name_jp"": ""頑丈なツールボックス"", ""item_name_en"": ""Strong Toolbox"", ""qty"": ""3"", ""attributes"": {""special_rule_enabled_1"": true}}]",5,DEPLOYABLES,,,,2026-04-17T11:32:44,,,,p_1776393080_7380,inside
p_1775610858,2404.732825365955,2542.3132135572487,レイクサイド・ガンショップ＆射撃場,Lake Side Gun Shop & Range,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORE"", ""item_name_jp"": ""商店"", ""item_name_en"": ""Store"", ""qty"": """", ""item_qty"": ""1"", ""attributes"": {}}]",3,POI,,,,2026-04-11T22:01:11,,,,,
p_1775610890,2423.2797987945582,2541.1748796735505,,,DEPLOYABLES,,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": ""7"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}]",3,DEPLOYABLES,,,,2026-04-15T09:36:32,,,,p_1775610858,inside
